Date,Narration,Chq/Ref No,Withdrawal Amt,Deposit Amt,Closing Balance
30-May-2024 14:00,FAILED-UPI-REV,RR163436,2228.49,0.0,-142975.81
31-May-2024 00:00,CASH-OUT-AGENT,RR821424,4345.71,0.0,-147321.51
31-May-2024 10:00,CASH-OUT-AGENT,RR567434,876.87,0.0,-148198.38
31-May-2024 20:00,ATM WITHDRAWAL,RR934529,1796.3,0.0,-149994.68
01-Jun-2024 06:00,CASH-OUT-AGENT,RR805262,2920.6,0.0,-152915.27
01-Jun-2024 16:00,CASH-OUT-AGENT,RR716174,4563.96,0.0,-157479.23
02-Jun-2024 02:00,LOCAL WINE STORE,RR867144,4082.88,0.0,-161562.11
02-Jun-2024 12:00,ATM WITHDRAWAL,RR817393,1053.82,0.0,-162615.93
02-Jun-2024 22:00,LOCAL WINE STORE,RR609586,3941.84,0.0,-166557.77
03-Jun-2024 08:00,DREAM11-ENTRY,RR119523,268.49,0.0,-166826.26
03-Jun-2024 18:00,LOCAL WINE STORE,RR136976,441.77,0.0,-167268.03
04-Jun-2024 04:00,LOCAL WINE STORE,RR593308,1971.89,0.0,-169239.92
04-Jun-2024 14:00,CASH-OUT-AGENT,RR418850,3540.72,0.0,-172780.64
05-Jun-2024 00:00,CASH-OUT-AGENT,RR553831,1524.46,0.0,-174305.09
05-Jun-2024 10:00,LOCAL WINE STORE,RR378805,3825.88,0.0,-178130.98
05-Jun-2024 20:00,DREAM11-ENTRY,RR439783,2469.5,0.0,-180600.48
06-Jun-2024 06:00,CASH-OUT-AGENT,RR503557,2729.01,0.0,-183329.49
06-Jun-2024 16:00,ATM WITHDRAWAL,RR482336,350.47,0.0,-183679.96
07-Jun-2024 02:00,ATM WITHDRAWAL,RR530874,1525.93,0.0,-185205.89
07-Jun-2024 12:00,DREAM11-ENTRY,RR830524,1983.61,0.0,-187189.51
07-Jun-2024 22:00,FAILED-UPI-REV,RR798382,4170.1,0.0,-191359.6
08-Jun-2024 08:00,FAILED-UPI-REV,RR143374,2215.55,0.0,-193575.15
08-Jun-2024 18:00,CASH-OUT-AGENT,RR953559,2180.59,0.0,-195755.74
09-Jun-2024 04:00,FAILED-UPI-REV,RR267878,1334.84,0.0,-197090.59
09-Jun-2024 14:00,FAILED-UPI-REV,RR702975,555.2,0.0,-197645.79
10-Jun-2024 00:00,CASH-OUT-AGENT,RR440505,2698.09,0.0,-200343.88
10-Jun-2024 10:00,ATM WITHDRAWAL,RR182362,2371.03,0.0,-202714.9
10-Jun-2024 20:00,ATM WITHDRAWAL,RR818852,4457.74,0.0,-207172.65
11-Jun-2024 06:00,DREAM11-ENTRY,RR800138,1338.94,0.0,-208511.59
11-Jun-2024 16:00,ATM WITHDRAWAL,RR614112,277.5,0.0,-208789.08
12-Jun-2024 02:00,CASH-OUT-AGENT,RR642631,727.25,0.0,-209516.33
12-Jun-2024 12:00,FAILED-UPI-REV,RR825211,4242.59,0.0,-213758.93
12-Jun-2024 22:00,DREAM11-ENTRY,RR269072,4959.16,0.0,-218718.09
13-Jun-2024 08:00,CASH-OUT-AGENT,RR601501,2599.44,0.0,-221317.53
13-Jun-2024 18:00,FAILED-UPI-REV,RR897430,2750.13,0.0,-224067.66
14-Jun-2024 04:00,ATM WITHDRAWAL,RR564762,367.39,0.0,-224435.05
14-Jun-2024 14:00,ATM WITHDRAWAL,RR860069,3219.27,0.0,-227654.32
15-Jun-2024 00:00,LOCAL WINE STORE,RR802091,3880.3,0.0,-231534.63
15-Jun-2024 10:00,DREAM11-ENTRY,RR648693,1592.69,0.0,-233127.31
15-Jun-2024 20:00,LOCAL WINE STORE,RR808670,390.81,0.0,-233518.12
16-Jun-2024 06:00,DREAM11-ENTRY,RR777850,119.51,0.0,-233637.64
16-Jun-2024 16:00,DREAM11-ENTRY,RR707970,2422.21,0.0,-236059.85
17-Jun-2024 02:00,ATM WITHDRAWAL,RR764788,3580.74,0.0,-239640.59
17-Jun-2024 12:00,CASH-OUT-AGENT,RR967382,569.13,0.0,-240209.73
17-Jun-2024 22:00,FAILED-UPI-REV,RR551382,1028.17,0.0,-241237.9
18-Jun-2024 08:00,DREAM11-ENTRY,RR950763,1109.18,0.0,-242347.07
18-Jun-2024 18:00,DREAM11-ENTRY,RR891317,3337.24,0.0,-245684.31
19-Jun-2024 04:00,DREAM11-ENTRY,RR133875,710.08,0.0,-246394.39
19-Jun-2024 14:00,DREAM11-ENTRY,RR459175,1710.81,0.0,-248105.19
20-Jun-2024 00:00,LOCAL WINE STORE,RR608544,937.84,0.0,-249043.03
20-Jun-2024 10:00,CASH-OUT-AGENT,RR324437,2689.07,0.0,-251732.1
20-Jun-2024 20:00,LOCAL WINE STORE,RR207163,2110.43,0.0,-253842.53
21-Jun-2024 06:00,FAILED-UPI-REV,RR554040,4555.02,0.0,-258397.55
21-Jun-2024 16:00,FAILED-UPI-REV,RR135829,2452.43,0.0,-260849.98
22-Jun-2024 02:00,ATM WITHDRAWAL,RR837221,4853.25,0.0,-265703.23
22-Jun-2024 12:00,CASH-OUT-AGENT,RR981709,4684.2,0.0,-270387.43
22-Jun-2024 22:00,CASH-OUT-AGENT,RR246479,2392.35,0.0,-272779.78
23-Jun-2024 08:00,ATM WITHDRAWAL,RR702492,4201.24,0.0,-276981.02
23-Jun-2024 18:00,FAILED-UPI-REV,RR496765,3954.73,0.0,-280935.75
24-Jun-2024 04:00,FAILED-UPI-REV,RR870072,4472.34,0.0,-285408.1
24-Jun-2024 14:00,FAILED-UPI-REV,RR967612,3938.9,0.0,-289346.99
25-Jun-2024 00:00,FAILED-UPI-REV,RR997299,3360.22,0.0,-292707.21
25-Jun-2024 10:00,FAILED-UPI-REV,RR140789,3431.07,0.0,-296138.28
25-Jun-2024 20:00,CASH-OUT-AGENT,RR184729,297.77,0.0,-296436.04
26-Jun-2024 06:00,LOCAL WINE STORE,RR293425,3726.17,0.0,-300162.21
26-Jun-2024 16:00,ATM WITHDRAWAL,RR724015,2133.85,0.0,-302296.07
27-Jun-2024 02:00,CASH-OUT-AGENT,RR668520,558.08,0.0,-302854.15
27-Jun-2024 12:00,LOCAL WINE STORE,RR410973,962.09,0.0,-303816.24
27-Jun-2024 22:00,CASH-OUT-AGENT,RR842550,1853.32,0.0,-305669.56
28-Jun-2024 08:00,ATM WITHDRAWAL,RR164817,1671.19,0.0,-307340.75
28-Jun-2024 18:00,DREAM11-ENTRY,RR820755,2975.29,0.0,-310316.04
29-Jun-2024 04:00,ATM WITHDRAWAL,RR303205,841.88,0.0,-311157.92
29-Jun-2024 14:00,LOCAL WINE STORE,RR157538,4000.78,0.0,-315158.71
30-Jun-2024 00:00,ATM WITHDRAWAL,RR233531,3937.23,0.0,-319095.94
30-Jun-2024 10:00,FAILED-UPI-REV,RR912976,997.47,0.0,-320093.41
30-Jun-2024 20:00,FAILED-UPI-REV,RR329192,2561.7,0.0,-322655.11
01-Jul-2024 06:00,DREAM11-ENTRY,RR453301,1053.92,0.0,-323709.02
01-Jul-2024 16:00,CASH-OUT-AGENT,RR471302,2759.51,0.0,-326468.54
02-Jul-2024 02:00,DREAM11-ENTRY,RR904141,3538.47,0.0,-330007.01
02-Jul-2024 12:00,LOCAL WINE STORE,RR198452,2264.75,0.0,-332271.76
02-Jul-2024 22:00,DREAM11-ENTRY,RR548417,4207.05,0.0,-336478.81
03-Jul-2024 08:00,FAILED-UPI-REV,RR252848,866.48,0.0,-337345.29
03-Jul-2024 18:00,ATM WITHDRAWAL,RR727590,3293.53,0.0,-340638.82
04-Jul-2024 04:00,FAILED-UPI-REV,RR635359,996.85,0.0,-341635.68
04-Jul-2024 14:00,LOCAL WINE STORE,RR186914,4724.39,0.0,-346360.07
05-Jul-2024 00:00,CASH-OUT-AGENT,RR846364,1031.76,0.0,-347391.83
05-Jul-2024 10:00,DREAM11-ENTRY,RR559045,530.78,0.0,-347922.61
05-Jul-2024 20:00,ATM WITHDRAWAL,RR627331,3904.13,0.0,-351826.74
06-Jul-2024 06:00,LOCAL WINE STORE,RR787173,3113.68,0.0,-354940.41
06-Jul-2024 16:00,CASH-OUT-AGENT,RR125063,1296.44,0.0,-356236.86
07-Jul-2024 02:00,CASH-OUT-AGENT,RR264486,3855.69,0.0,-360092.55
07-Jul-2024 12:00,FAILED-UPI-REV,RR193785,2716.52,0.0,-362809.07
07-Jul-2024 22:00,DREAM11-ENTRY,RR413936,3849.68,0.0,-366658.75
08-Jul-2024 08:00,CASH-OUT-AGENT,RR827102,767.11,0.0,-367425.86
08-Jul-2024 18:00,CASH-OUT-AGENT,RR317383,4418.17,0.0,-371844.03
09-Jul-2024 04:00,LOCAL WINE STORE,RR207101,4735.35,0.0,-376579.38
09-Jul-2024 14:00,CASH-OUT-AGENT,RR657209,3129.5,0.0,-379708.88
10-Jul-2024 00:00,DREAM11-ENTRY,RR283485,3795.73,0.0,-383504.61
10-Jul-2024 10:00,ATM WITHDRAWAL,RR675656,4740.98,0.0,-388245.59
10-Jul-2024 20:00,LOCAL WINE STORE,RR790183,824.91,0.0,-389070.51
11-Jul-2024 06:00,ATM WITHDRAWAL,RR481941,3424.63,0.0,-392495.14
11-Jul-2024 16:00,DREAM11-ENTRY,RR130185,2021.17,0.0,-394516.31
12-Jul-2024 02:00,LOCAL WINE STORE,RR635864,4911.17,0.0,-399427.48
12-Jul-2024 12:00,CASH-OUT-AGENT,RR501318,4529.79,0.0,-403957.28
12-Jul-2024 22:00,LOCAL WINE STORE,RR122718,3933.26,0.0,-407890.53
13-Jul-2024 08:00,ATM WITHDRAWAL,RR286072,1718.06,0.0,-409608.6
13-Jul-2024 18:00,ATM WITHDRAWAL,RR575521,640.93,0.0,-410249.52
14-Jul-2024 04:00,DREAM11-ENTRY,RR440252,3245.69,0.0,-413495.22
14-Jul-2024 14:00,LOCAL WINE STORE,RR417292,4547.69,0.0,-418042.91
15-Jul-2024 00:00,ATM WITHDRAWAL,RR450093,3889.8,0.0,-421932.71
15-Jul-2024 10:00,CASH-OUT-AGENT,RR328809,4998.3,0.0,-426931.01
15-Jul-2024 20:00,DREAM11-ENTRY,RR547275,1503.4,0.0,-428434.42
16-Jul-2024 06:00,CASH-OUT-AGENT,RR857190,913.57,0.0,-429347.99
16-Jul-2024 16:00,FAILED-UPI-REV,RR448368,4936.97,0.0,-434284.96
17-Jul-2024 02:00,CASH-OUT-AGENT,RR942007,346.87,0.0,-434631.83
17-Jul-2024 12:00,CASH-OUT-AGENT,RR270001,2514.02,0.0,-437145.85
17-Jul-2024 22:00,LOCAL WINE STORE,RR844811,131.43,0.0,-437277.29
18-Jul-2024 08:00,CASH-OUT-AGENT,RR413714,4503.17,0.0,-441780.46
18-Jul-2024 18:00,LOCAL WINE STORE,RR454290,4549.85,0.0,-446330.31
19-Jul-2024 04:00,DREAM11-ENTRY,RR733504,4518.28,0.0,-450848.59
19-Jul-2024 14:00,CASH-OUT-AGENT,RR694920,3555.08,0.0,-454403.67
20-Jul-2024 00:00,CASH-OUT-AGENT,RR695979,3667.62,0.0,-458071.29
20-Jul-2024 10:00,FAILED-UPI-REV,RR832011,1099.35,0.0,-459170.64
20-Jul-2024 20:00,DREAM11-ENTRY,RR205833,3135.51,0.0,-462306.14
21-Jul-2024 06:00,ATM WITHDRAWAL,RR793500,4625.29,0.0,-466931.43
21-Jul-2024 16:00,FAILED-UPI-REV,RR874622,3895.18,0.0,-470826.62
22-Jul-2024 02:00,ATM WITHDRAWAL,RR811041,2068.77,0.0,-472895.38
22-Jul-2024 12:00,DREAM11-ENTRY,RR704088,2027.96,0.0,-474923.34
22-Jul-2024 22:00,LOCAL WINE STORE,RR317101,3768.79,0.0,-478692.13
23-Jul-2024 08:00,ATM WITHDRAWAL,RR938968,1078.33,0.0,-479770.46
23-Jul-2024 18:00,LOCAL WINE STORE,RR449782,2213.37,0.0,-481983.83
24-Jul-2024 04:00,CASH-OUT-AGENT,RR896193,3090.48,0.0,-485074.31
24-Jul-2024 14:00,DREAM11-ENTRY,RR923792,1964.85,0.0,-487039.16
25-Jul-2024 00:00,FAILED-UPI-REV,RR946093,2352.58,0.0,-489391.74
25-Jul-2024 10:00,DREAM11-ENTRY,RR469262,4026.02,0.0,-493417.76
25-Jul-2024 20:00,DREAM11-ENTRY,RR858178,4520.33,0.0,-497938.09
26-Jul-2024 06:00,DREAM11-ENTRY,RR580168,4152.25,0.0,-502090.34
26-Jul-2024 16:00,ATM WITHDRAWAL,RR325215,4921.76,0.0,-507012.1
27-Jul-2024 02:00,FAILED-UPI-REV,RR355694,1286.89,0.0,-508298.99
27-Jul-2024 12:00,LOCAL WINE STORE,RR954598,1243.28,0.0,-509542.26
27-Jul-2024 22:00,LOCAL WINE STORE,RR429608,1306.82,0.0,-510849.08
28-Jul-2024 08:00,CASH-OUT-AGENT,RR880497,3618.22,0.0,-514467.3
28-Jul-2024 18:00,ATM WITHDRAWAL,RR928853,4414.15,0.0,-518881.45
29-Jul-2024 04:00,FAILED-UPI-REV,RR807396,1393.6,0.0,-520275.05
29-Jul-2024 14:00,LOCAL WINE STORE,RR928692,443.14,0.0,-520718.19
30-Jul-2024 00:00,CASH-OUT-AGENT,RR978975,2638.89,0.0,-523357.08
30-Jul-2024 10:00,CASH-OUT-AGENT,RR134729,245.18,0.0,-523602.26
30-Jul-2024 20:00,ATM WITHDRAWAL,RR777317,2123.79,0.0,-525726.05
31-Jul-2024 06:00,CASH-OUT-AGENT,RR694515,2142.06,0.0,-527868.11
31-Jul-2024 16:00,LOCAL WINE STORE,RR500912,4141.88,0.0,-532009.99
01-Aug-2024 02:00,DREAM11-ENTRY,RR249435,2902.88,0.0,-534912.87
01-Aug-2024 12:00,DREAM11-ENTRY,RR777977,3422.74,0.0,-538335.61
01-Aug-2024 22:00,ATM WITHDRAWAL,RR638794,1383.03,0.0,-539718.64
02-Aug-2024 08:00,CASH-OUT-AGENT,RR782742,543.69,0.0,-540262.33
02-Aug-2024 18:00,ATM WITHDRAWAL,RR682404,3598.11,0.0,-543860.44
03-Aug-2024 04:00,CASH-OUT-AGENT,RR818927,4486.86,0.0,-548347.3
03-Aug-2024 14:00,ATM WITHDRAWAL,RR447034,4453.35,0.0,-552800.65
04-Aug-2024 00:00,CASH-OUT-AGENT,RR679738,1990.39,0.0,-554791.05
04-Aug-2024 10:00,DREAM11-ENTRY,RR712308,474.84,0.0,-555265.88
04-Aug-2024 20:00,CASH-OUT-AGENT,RR894104,3845.59,0.0,-559111.47
05-Aug-2024 06:00,FAILED-UPI-REV,RR274313,105.56,0.0,-559217.03
05-Aug-2024 16:00,LOCAL WINE STORE,RR284405,4909.75,0.0,-564126.78
06-Aug-2024 02:00,DREAM11-ENTRY,RR713161,2734.27,0.0,-566861.05
06-Aug-2024 12:00,CASH-OUT-AGENT,RR446730,2261.37,0.0,-569122.42
06-Aug-2024 22:00,LOCAL WINE STORE,RR112188,3044.65,0.0,-572167.07
07-Aug-2024 08:00,FAILED-UPI-REV,RR257847,3599.78,0.0,-575766.85
07-Aug-2024 18:00,FAILED-UPI-REV,RR919210,3109.59,0.0,-578876.45
08-Aug-2024 04:00,ATM WITHDRAWAL,RR479414,4500.4,0.0,-583376.84
08-Aug-2024 14:00,LOCAL WINE STORE,RR404405,4247.81,0.0,-587624.65
09-Aug-2024 00:00,FAILED-UPI-REV,RR256651,2328.46,0.0,-589953.11
09-Aug-2024 10:00,LOCAL WINE STORE,RR159099,1742.27,0.0,-591695.38
09-Aug-2024 20:00,DREAM11-ENTRY,RR629211,3041.36,0.0,-594736.74
10-Aug-2024 06:00,CASH-OUT-AGENT,RR932294,2577.7,0.0,-597314.44
10-Aug-2024 16:00,LOCAL WINE STORE,RR490867,3242.66,0.0,-600557.1
11-Aug-2024 02:00,ATM WITHDRAWAL,RR123263,4367.68,0.0,-604924.78
11-Aug-2024 12:00,DREAM11-ENTRY,RR702492,4543.25,0.0,-609468.04
11-Aug-2024 22:00,ATM WITHDRAWAL,RR354417,2177.41,0.0,-611645.45
12-Aug-2024 08:00,CASH-OUT-AGENT,RR972937,2734.68,0.0,-614380.13
12-Aug-2024 18:00,DREAM11-ENTRY,RR829758,4772.99,0.0,-619153.12
13-Aug-2024 04:00,CASH DEPOSIT-CDM,RR942692,0.0,10969.1,-608184.02
13-Aug-2024 14:00,DREAM11-ENTRY,RR436897,2181.44,0.0,-610365.46
14-Aug-2024 00:00,FAILED-UPI-REV,RR888776,1439.69,0.0,-611805.15
14-Aug-2024 10:00,FAILED-UPI-REV,RR131893,2069.37,0.0,-613874.51
14-Aug-2024 20:00,DREAM11-ENTRY,RR555911,4316.45,0.0,-618190.96
15-Aug-2024 06:00,CASH-OUT-AGENT,RR755248,3901.62,0.0,-622092.59
15-Aug-2024 16:00,ATM WITHDRAWAL,RR829358,3226.46,0.0,-625319.04
16-Aug-2024 02:00,ATM WITHDRAWAL,RR875991,1310.12,0.0,-626629.16
16-Aug-2024 12:00,CASH-OUT-AGENT,RR794806,3318.83,0.0,-629947.99
16-Aug-2024 22:00,DREAM11-ENTRY,RR917497,2513.92,0.0,-632461.92
17-Aug-2024 08:00,ATM WITHDRAWAL,RR504680,4001.05,0.0,-636462.97
17-Aug-2024 18:00,FAILED-UPI-REV,RR766456,244.93,0.0,-636707.9
18-Aug-2024 04:00,CASH-OUT-AGENT,RR986190,725.59,0.0,-637433.48
18-Aug-2024 14:00,DREAM11-ENTRY,RR316332,3456.8,0.0,-640890.28
19-Aug-2024 00:00,DREAM11-ENTRY,RR284095,1625.18,0.0,-642515.45
19-Aug-2024 10:00,ATM WITHDRAWAL,RR789136,2214.04,0.0,-644729.5
19-Aug-2024 20:00,DREAM11-ENTRY,RR593683,1635.78,0.0,-646365.28
20-Aug-2024 06:00,LOCAL WINE STORE,RR712348,357.32,0.0,-646722.6
20-Aug-2024 16:00,FAILED-UPI-REV,RR206805,1219.3,0.0,-647941.91
21-Aug-2024 02:00,CASH-OUT-AGENT,RR436020,1621.16,0.0,-649563.07
21-Aug-2024 12:00,LOCAL WINE STORE,RR254063,305.89,0.0,-649868.96
21-Aug-2024 22:00,ATM WITHDRAWAL,RR430944,1240.8,0.0,-651109.76
22-Aug-2024 08:00,ATM WITHDRAWAL,RR957490,1850.48,0.0,-652960.23
22-Aug-2024 18:00,ATM WITHDRAWAL,RR647263,412.79,0.0,-653373.02
23-Aug-2024 04:00,CASH-OUT-AGENT,RR500739,3442.92,0.0,-656815.94
23-Aug-2024 14:00,LOCAL WINE STORE,RR650618,147.49,0.0,-656963.42
24-Aug-2024 00:00,LOCAL WINE STORE,RR596437,2143.82,0.0,-659107.24
24-Aug-2024 10:00,FAILED-UPI-REV,RR116245,4434.57,0.0,-663541.81
24-Aug-2024 20:00,DREAM11-ENTRY,RR126758,746.81,0.0,-664288.62
25-Aug-2024 06:00,LOCAL WINE STORE,RR819986,3438.67,0.0,-667727.29
25-Aug-2024 16:00,LOCAL WINE STORE,RR730006,1914.25,0.0,-669641.54
26-Aug-2024 02:00,FAILED-UPI-REV,RR646268,1339.51,0.0,-670981.05
26-Aug-2024 12:00,FAILED-UPI-REV,RR287099,4913.76,0.0,-675894.81
26-Aug-2024 22:00,DREAM11-ENTRY,RR535031,3955.43,0.0,-679850.24
27-Aug-2024 08:00,DREAM11-ENTRY,RR439766,697.04,0.0,-680547.27
27-Aug-2024 18:00,CASH-OUT-AGENT,RR412407,105.37,0.0,-680652.65
28-Aug-2024 04:00,CASH-OUT-AGENT,RR857287,3836.4,0.0,-684489.04
28-Aug-2024 14:00,DREAM11-ENTRY,RR837265,2288.08,0.0,-686777.12
29-Aug-2024 00:00,CASH-OUT-AGENT,RR882775,4945.83,0.0,-691722.94
29-Aug-2024 10:00,CASH-OUT-AGENT,RR826177,3577.96,0.0,-695300.91
29-Aug-2024 20:00,DREAM11-ENTRY,RR465922,1683.6,0.0,-696984.51
30-Aug-2024 06:00,CASH-OUT-AGENT,RR827298,4931.67,0.0,-701916.17
30-Aug-2024 16:00,ATM WITHDRAWAL,RR400632,240.27,0.0,-702156.44
31-Aug-2024 02:00,DREAM11-ENTRY,RR685703,1835.48,0.0,-703991.91
31-Aug-2024 12:00,CASH-OUT-AGENT,RR252139,2659.57,0.0,-706651.48
31-Aug-2024 22:00,FAILED-UPI-REV,RR738073,2658.26,0.0,-709309.74
01-Sep-2024 08:00,DREAM11-ENTRY,RR691611,2646.23,0.0,-711955.98
01-Sep-2024 18:00,LOCAL WINE STORE,RR595754,2847.28,0.0,-714803.26
02-Sep-2024 04:00,FAILED-UPI-REV,RR165923,4549.87,0.0,-719353.13
02-Sep-2024 14:00,FAILED-UPI-REV,RR604759,3330.51,0.0,-722683.64
03-Sep-2024 00:00,ATM WITHDRAWAL,RR142154,2117.37,0.0,-724801.02
03-Sep-2024 10:00,ATM WITHDRAWAL,RR764666,1830.12,0.0,-726631.13
03-Sep-2024 20:00,FAILED-UPI-REV,RR223655,4592.69,0.0,-731223.83
04-Sep-2024 06:00,DREAM11-ENTRY,RR973596,957.92,0.0,-732181.75
04-Sep-2024 16:00,DREAM11-ENTRY,RR704460,2288.74,0.0,-734470.48
05-Sep-2024 02:00,ATM WITHDRAWAL,RR333101,3861.44,0.0,-738331.93
05-Sep-2024 12:00,LOCAL WINE STORE,RR329408,1585.89,0.0,-739917.81
05-Sep-2024 22:00,DREAM11-ENTRY,RR232962,2942.26,0.0,-742860.07
06-Sep-2024 08:00,LOCAL WINE STORE,RR711553,1001.73,0.0,-743861.8
06-Sep-2024 18:00,CASH-OUT-AGENT,RR509433,2057.24,0.0,-745919.04
07-Sep-2024 04:00,CASH-OUT-AGENT,RR695278,3043.88,0.0,-748962.92
